Atenas 2004
ID;Name;Sex;Age;Height;Weight;Team;NOC;Season;City;Sport;Medal
1075;Abel Aferalign;M;20.0;169.0;54.0;Ethiopia;ETH;Summer;Athina;Boxing;
1097;Georgios Afroudakis;M;27.0;194.0;103.0;Greece;GRE;Summer;Athina;Water Polo;
1098;Khristos Afroudakis;M;20.0;188.0;88.0;Greece;GRE;Summer;Athina;Water Polo;
1110;Aleksandr Agafonov;M;29.0;190.0;86.0;Uzbekistan;UZB;Summer;Athina;Swimming;
1114;Luca Agamennoni;M;24.0;187.0;93.0;Italy;ITA;Summer;Athina;Rowing;Bronze
1125;Rstm Aayev;M;22.0;186.0;96.0;Azerbaijan;AZE;Summer;Athina;Wrestling;
1132;Agberto Correa de Matos;M;32.0;193.0;97.0;Brazil;BRA;Summer;Athina;Handball;
1152;Khoudir Aggoune;M;23.0;175.0;66.0;Algeria;ALG;Summer;Athina;Athletics;
1158;Mamed Aghaev;M;28.0;177.0;84.0;Armenia;ARM;Summer;Athina;Wrestling;
1164;Naroa Agirre Kamio;F;25.0;177.0;63.0;Spain;ESP;Summer;Athina;Athletics;
1167;Neil Agius;M;18.0;168.0;65.0;Malta;MLT;Summer;Athina;Swimming;
1203;Renzo Pasquale Zeglio Agresta;M;19.0;181.0;76.0;Brazil;BRA;Summer;Athina;Fencing;
1239;Eduardo Aguilar Estrada;M;27.0;173.0;71.0;Spain;ESP;Summer;Athina;Hockey;
1240;"Elisabeth ""Elisa"" Aguilar Lpez";F;27.0;172.0;75.0;Spain;ESP;Summer;Athina;Basketball;
1251;Karel Aguilar Chacn;M;24.0;175.0;85.0;Cuba;CUB;Summer;Athina;Canoeing;
1258;Michael Aguilar;M;24.0;178.0;77.0;Belize;BIZ;Summer;Athina;Athletics;
1273;Lua del Mar Aguili Ribera;F;22.0;170.0;67.0;Puerto Rico;PUR;Summer;Athina;Synchronized Swimming;
1278;Damaris Gabriela Aguirre Aldaz;F;27.0;163.0;75.0;Mexico;MEX;Summer;Athina;Weightlifting;
1313;Robyn Mokihana Ah Mow-Santos;F;28.0;172.0;67.0;United States;USA;Summer;Athina;Volleyball;
1317;Younes Al-Ahamdi;M;28.0;167.0;60.0;Morocco;MAR;Summer;Athina;Judo;
1356;Christian Ahlmann;M;29.0;189.0;80.0;Germany;GER;Summer;Athina;Equestrianism;
1356;Christian Ahlmann;M;29.0;189.0;80.0;Germany;GER;Summer;Athina;Equestrianism;Bronze
1375;Waseem Ahmad;M;27.0;165.0;64.0;Pakistan;PAK;Summer;Athina;Hockey;
1385;Adnan Ahmed;M;26.0;174.0;70.0;Egypt;EGY;Summer;Athina;Hockey;
1401;Mahmoud Ahmed;M;28.0;184.0;82.0;Egypt;EGY;Summer;Athina;Water Polo;
1407;Mumtaz Ahmed;M;34.0;178.0;79.0;Pakistan;PAK;Summer;Athina;Swimming;
1418;Sohail Ahmed;M;25.0;174.0;57.0;Pakistan;PAK;Summer;Athina;Boxing;
1433;Juha Matti Ahokas;M;34.0;189.0;116.0;Finland;FIN;Summer;Athina;Wrestling;
1444;"Christian ""Chris"" Ahrens";M;28.0;195.0;97.0;United States;USA;Summer;Athina;Rowing;Gold
1463;Ai Linuer;M;25.0;160.0;62.0;China;CHN;Summer;Athina;Wrestling;
1467;Mara Magdalena Aicega Amicarelli;F;30.0;165.0;60.0;Argentina;ARG;Summer;Athina;Hockey;Bronze
1468;Mohamed Al-Aich;M;23.0;185.0;73.0;Algeria;ALG;Summer;Athina;Rowing;
1487;Ryoji Aikawa;M;28.0;183.0;85.0;Japan;JPN;Summer;Athina;Baseball;Bronze
1498;"Charles Benedict ""Ben"" Ainslie";M;27.0;183.0;90.0;Great Britain;GBR;Summer;Athina;Sailing;Gold
1511;Michael Christopher Aish;M;28.0;175.0;60.0;New Zealand;NZL;Summer;Athina;Athletics;
1513;Nicolas Assat;M;24.0;175.0;61.0;France;FRA;Summer;Athina;Athletics;
1517;Hamid Ait Bighrade;M;28.0;164.0;54.0;Morocco;MAR;Summer;Athina;Boxing;
1520;Miloud Ait Hammi;M;26.0;178.0;69.0;Morocco;MAR;Summer;Athina;Boxing;
1521;"Amina ""Mina"" At Hammou";F;26.0;166.0;52.0;Morocco;MAR;Summer;Athina;Athletics;
1522;Seltana At Hammou;F;24.0;163.0;48.0;Morocco;MAR;Summer;Athina;Athletics;
1527;Souad At Salem (-Mahour-Bacha);F;25.0;158.0;50.0;Algeria;ALG;Summer;Athina;Athletics;
1535;Kiera Leigh Aitken;F;20.0;167.0;55.0;Bermuda;BER;Summer;Athina;Swimming;
1539;Marina Aleksandrovna Aitova (Korzhova-);F;21.0;177.0;58.0;Kazakhstan;KAZ;Summer;Athina;Athletics;
1540;Artur Surenovych Aivazian;M;31.0;177.0;88.0;Ukraine;UKR;Summer;Athina;Shooting;
1550;Irene Ajambo;F;17.0;163.0;69.0;Uganda;UGA;Summer;Athina;Weightlifting;
1559;Zita Ajkler;F;29.0;170.0;56.0;Hungary;HUN;Summer;Athina;Athletics;
1566;Kouadio Vincent Aka-Akesse;M;28.0;180.0;96.0;France;FRA;Summer;Athina;Wrestling;
1588;Salman Akbar;M;22.0;180.0;85.0;Pakistan;PAK;Summer;Athina;Hockey;
1592;Egamnazar Akbarov;M;28.0;172.0;73.0;Uzbekistan;UZB;Summer;Athina;Judo;
1606;Patsy Serafina Akeli;F;25.0;175.0;89.0;Samoa;SAM;Summer;Athina;Athletics;
1616;Marcus Ricard kerholm;M;28.0;179.0;86.0;Sweden;SWE;Summer;Athina;Shooting;
1640;Giorgos Akhilleos;M;23.0;172.0;75.0;Cyprus;CYP;Summer;Athina;Shooting;
1644;Mohamed Reza Akhlagh Pasand;M;25.0;160.0;55.0;Iran;IRI;Summer;Athina;Table Tennis;
1657;Bakhyt Beshimbekovich Akhmetov;M;25.0;175.0;105.0;Kazakhstan;KAZ;Summer;Athina;Weightlifting;
1661;Doli Akhtar;F;18.0;158.0;53.0;Bangladesh;BAN;Summer;Athina;Swimming;
1667;Mirabella Viliamivna Akhunu;F;17.0;159.0;50.0;Ukraine;UKR;Summer;Athina;Gymnastics;
1672;Mercy Akide (-Udoh);F;28.0;189.0;79.0;Nigeria;NGR;Summer;Athina;Football;
1681;Peter Akinlabi;M;30.0;168.0;59.0;Nigeria;NGR;Summer;Athina;Table Tennis;
1690;Mobolaji Iyabode Akiode;F;22.0;178.0;75.0;Nigeria;NGR;Summer;Athina;Basketball;
1698;Khadzhimurat Magomedovich Akkayev;M;19.0;178.0;105.0;Russia;RUS;Summer;Athina;Weightlifting;Silver
1723;Nashat Akram Abid Ali;M;19.0;182.0;75.0;Iraq;IRQ;Summer;Athina;Football;
1728;Varvara Akritidou;F;23.0;173.0;78.0;Greece;GRE;Summer;Athina;Judo;
1741;Alyona Aksyonova;F;24.0;172.0;52.0;Uzbekistan;UZB;Summer;Athina;Shooting;
1744;Sergey Vladimirovich Aksyutin;M;40.0;190.0;100.0;Russia;RUS;Summer;Athina;Shooting;
1752;Yuliya Yurivna Akulenko;F;27.0;173.0;53.0;Ukraine;UKR;Summer;Athina;Athletics;
1760;Thijs Joris Al;M;24.0;180.0;72.0;Netherlands;NED;Summer;Athina;Cycling;
1762;Naser Al Shami;M;22.0;187.0;81.0;Syria;SYR;Summer;Athina;Boxing;Bronze
1771;Saeed Ali Al-Adhreai;M;21.0;171.0;64.0;Yemen;YEM;Summer;Athina;Athletics;
1775;Salem Mouled Musa'id Al-Ahmadi;M;34.0;185.0;75.0;Saudi Arabia;KSA;Summer;Athina;Athletics;
1800;Nidal Al-Asmar;M;34.0;183.0;80.0;Lebanon;LIB;Summer;Athina;Shooting;
1806;Rashid Salih Hamad Al-Athba;M;23.0;175.0;90.0;Qatar;QAT;Summer;Athina;Shooting;
1809;Nasser Salih Nasser Abdullah Al-Attiya;M;33.0;178.0;82.0;Qatar;QAT;Summer;Athina;Shooting;
1817;Mohamed Mutlaq Khalaf Al-Azemi;M;22.0;178.0;64.0;Kuwait;KUW;Summer;Athina;Athletics;
1821;Abdul Mohsen Al-Bagir;M;28.0;158.0;69.0;Saudi Arabia;KSA;Summer;Athina;Weightlifting;
1822;Jafar Al-Bagir;M;21.0;167.0;69.0;Saudi Arabia;KSA;Summer;Athina;Weightlifting;
1825;Ali Mohamed Al-Balooshi;M;17.0;180.0;60.0;United Arab Emirates;UAE;Summer;Athina;Athletics;
1836;Hamdan Awdah Al-Bishi;M;23.0;180.0;70.0;Saudi Arabia;KSA;Summer;Athina;Athletics;
1842;Sameera Zayid Al-Bitar;F;14.0;168.0;64.0;Bahrain;BRN;Summer;Athina;Swimming;
1853;Abdal Salam Al-Dabaji;M;25.0;176.0;64.0;Palestine;PLE;Summer;Athina;Athletics;
1855;Hamoud Abdallah Said Al-Dalhami;M;32.0;172.0;65.0;Oman;OMA;Summer;Athina;Athletics;
1858;Fehaid Al-Deehani;M;37.0;178.0;95.0;Kuwait;KUW;Summer;Athina;Shooting;
1885;Ramzy Al-Duhami;M;32.0;162.0;70.0;Saudi Arabia;KSA;Summer;Athina;Equestrianism;
1895;Basma Al-Eshosh;F;26.0;172.0;65.0;Jordan;JOR;Summer;Athina;Athletics;
1910;Rakia Al-Gassra;F;21.0;170.0;65.0;Bahrain;BRN;Summer;Athina;Athletics;
1930;Ibrahim M. Al-Hamaidi;M;18.0;177.0;68.0;Saudi Arabia;KSA;Summer;Athina;Athletics;
1936;Khalil Ahmed Al-Hanahneh;M;24.0;171.0;70.0;Jordan;JOR;Summer;Athina;Athletics;
1941;Khalid Al-Harbi;M;29.0;175.0;73.0;Saudi Arabia;KSA;Summer;Athina;Table Tennis;
1976;Obaid Ahmed Obaid Al-Jasmi;M;23.0;178.0;71.0;United Arab Emirates;UAE;Summer;Athina;Swimming;
1982;Abdel Rahman Al-Kaaki;M;18.0;182.0;72.0;Lebanon;LIB;Summer;Athina;Swimming;
2011;Ahmed Al-Kudmani;M;24.0;170.0;70.0;Saudi Arabia;KSA;Summer;Athina;Swimming;
2022;Ramzi Al-Mahrous;M;22.0;170.0;85.0;Saudi Arabia;KSA;Summer;Athina;Weightlifting;
2025;Ahmed bin Hasher Al-Maktoum;M;40.0;175.0;67.0;United Arab Emirates;UAE;Summer;Athina;Shooting;
2025;Ahmed bin Hasher Al-Maktoum;M;40.0;175.0;67.0;United Arab Emirates;UAE;Summer;Athina;Shooting;Gold
2029;Saeed bin Hasher Al-Maktoum;M;27.0;176.0;88.0;United Arab Emirates;UAE;Summer;Athina;Shooting;
2047;Naser Al-Meqlad;M;21.0;176.0;120.0;Kuwait;KUW;Summer;Athina;Shooting;
2053;Khaled Al-Mudhaf;M;26.0;164.0;105.0;Kuwait;KUW;Summer;Athina;Shooting;
2059;Riyadh Al-Mustafa;M;29.0;171.0;64.0;Bahrain;BRN;Summer;Athina;Athletics;
2063;Mashfi Al-Mutairi;M;31.0;167.0;80.0;Kuwait;KUW;Summer;Athina;Shooting;
2064;Sayed Al-Mutairi Bariq;M;35.0;172.0;65.0;Saudi Arabia;KSA;Summer;Athina;Shooting;
2073;Danah Al-Nasrallah;F;16.0;149.0;45.0;Kuwait;KUW;Summer;Athina;Athletics;
2074;Saleem Al-Nasri;M;29.0;160.0;60.0;Oman;OMA;Summer;Athina;Shooting;
2077;Akram Abdullah Al-Noor;M;16.0;160.0;54.0;Yemen;YEM;Summer;Athina;Taekwondo;
2079;Abdul Rahman Sultan Al-Nubi Faraj;M;24.0;192.0;77.0;Qatar;QAT;Summer;Athina;Athletics;
2104;Najim Al-Radwan;M;31.0;177.0;94.0;Saudi Arabia;KSA;Summer;Athina;Weightlifting;
2112;Abdullah Al-Rashidi;M;40.0;183.0;83.0;Kuwait;KUW;Summer;Athina;Shooting;
2132;Mohamed Abdullah Obaid Al-Salhi (Kosgei-);M;18.0;182.0;55.0;Saudi Arabia;KSA;Summer;Athina;Athletics;
2148;Fawzi Dahesh Al-Shammari;M;25.0;185.0;65.0;Kuwait;KUW;Summer;Athina;Athletics;
2163;Hesham Al-Shehabi;M;16.0;172.0;71.0;Bahrain;BRN;Summer;Athina;Swimming;
2170;Hadi Soua'an Al-Somaily Jaadan;M;27.0;191.0;72.0;Saudi Arabia;KSA;Summer;Athina;Athletics;
2176;Khalid Habash Mohammed Al-Suwaidi;M;20.0;188.0;105.0;Qatar;QAT;Summer;Athina;Athletics;
2194;Salem Mubarak M. Al-Yami;M;22.0;170.0;65.0;Saudi Arabia;KSA;Summer;Athina;Athletics;
2200;Ali Mohamed Gharib Al-Zinkawi;M;20.0;195.0;102.5;Kuwait;KUW;Summer;Athina;Athletics;
2221;Dianne Marie Alagich;F;25.0;169.0;64.0;Australia;AUS;Summer;Athina;Football;
2228;Ahmed Alam;M;32.0;172.0;70.0;Pakistan;PAK;Summer;Athina;Hockey;
2240;Souhalia Alamou;M;24.0;177.0;78.0;Benin;BEN;Summer;Athina;Athletics;
2270;David Alarza Palacios;M;27.0;185.0;90.0;Spain;ESP;Summer;Athina;Judo;
2300;Miguel ngel Albarracn;M;23.0;167.0;64.0;Argentina;ARG;Summer;Athina;Judo;
2331;Marko Albert;M;25.0;189.0;78.0;Estonia;EST;Summer;Athina;Triathlon;
2364;Igor Alborov;M;21.0;183.0;91.0;Uzbekistan;UZB;Summer;Athina;Boxing;
2425;Yamil Aldama Pozo (-Dodds);F;31.0;173.0;62.0;Sudan;SUD;Summer;Athina;Athletics;
2439;Brett Alderman;M;25.0;190.0;91.0;Australia;AUS;Summer;Athina;Volleyball;
2458;David Alegre Biosca;M;19.0;184.0;75.0;Spain;ESP;Summer;Athina;Hockey;
2460;Ramn Alegre Biosca;M;23.0;171.0;71.0;Spain;ESP;Summer;Athina;Hockey;
2469;Virgilijus Alekna;M;32.0;200.0;130.0;Lithuania;LTU;Summer;Athina;Athletics;Gold
2480;Mikhail Plamenov Aleksandrov;M;19.0;193.0;88.0;Bulgaria;BUL;Summer;Athina;Swimming;
2492;Nataliya Yuryevna Aleksandrova;F;20.0;171.0;53.0;Belarus;BLR;Summer;Athina;Rhythmic Gymnastics;
2498;Gevorg Aleksanyan;M;23.0;170.0;77.0;Armenia;ARM;Summer;Athina;Weightlifting;
2501;Marko Aleksejev;M;25.0;196.0;80.0;Estonia;EST;Summer;Athina;Athletics;
2504;Aleksandr Vyacheslavovich Alekseyev;M;23.0;188.0;91.0;Russia;RUS;Summer;Athina;Boxing;
2534;Berhanu Alemu;M;22.0;179.0;63.0;Ethiopia;ETH;Summer;Athina;Athletics;
2536;Elfenesh Alemu;F;29.0;165.0;51.0;Ethiopia;ETH;Summer;Athina;Athletics;
2542;David Alerte;M;19.0;192.0;83.0;France;FRA;Summer;Athina;Athletics;
2546;Alessandra dos Santos de Oliveira;F;30.0;200.0;85.0;Brazil;BRA;Summer;Athina;Basketball;
2579;"Niconnor ""Nico"" Alexander";M;27.0;170.0;69.0;Trinidad and Tobago;TTO;Summer;Athina;Athletics;
2583;Buffy-Lynne Alexander-Williams;F;27.0;170.0;69.0;Canada;CAN;Summer;Athina;Rowing;
2586;Rnar (Ruslan-) Alexandersson (Ovtinnikov-);M;27.0;171.0;63.0;Iceland;ISL;Summer;Athina;Gymnastics;
2587;Alexandra Priscila do Nascimento;F;22.0;177.0;68.0;Brazil;BRA;Summer;Athina;Handball;
2598;Lavrentis Alexanidis;M;26.0;171.0;65.0;Greece;GRE;Summer;Athina;Judo;
2603;Athina-Theodora Alexopoulou;F;21.0;163.0;63.0;Greece;GRE;Summer;Athina;Canoeing;
2650;Linda Camilla Algotsson;F;32.0;162.0;50.0;Sweden;SWE;Summer;Athina;Equestrianism;
2651;Sara Anneli Algotsson Ostholt;F;29.0;163.0;56.0;Sweden;SWE;Summer;Athina;Equestrianism;
2672;Bertille Ali;F;22.0;158.0;48.0;Central African Republic;CAF;Summer;Athina;Judo;
2677;Ghazanfar Ali;M;26.0;175.0;72.0;Pakistan;PAK;Summer;Athina;Hockey;
2690;Mohammed Ali Abdel Moneim;M;23.0;160.0;56.0;Iraq;IRQ;Summer;Athina;Weightlifting;
2693;Najah Ali Salah;M;24.0;150.0;48.0;Iraq;IRQ;Summer;Athina;Boxing;
2701;Shifana Ali;F;20.0;153.0;52.0;Maldives;MDV;Summer;Athina;Athletics;
2716;Mudassar Ali Khan;M;24.0;178.0;75.0;Pakistan;PAK;Summer;Athina;Hockey;
2721;"Antonio Pietro ""Tony"" Ali-Ally";M;30.0;180.0;90.0;Great Britain;GBR;Summer;Athina;Diving;
2735;Sergey Gennadyevich Alifirenko;M;45.0;168.0;72.0;Russia;RUS;Summer;Athina;Shooting;Bronze
2750;Aline Pellegrino;F;22.0;180.0;71.0;Brazil;BRA;Summer;Athina;Football;Silver
2751;Aline Silva dos Santos;F;22.0;195.0;96.0;Brazil;BRA;Summer;Athina;Handball;
2752;Jamal Al-Alioui;M;22.0;178.0;74.0;Morocco;MAR;Summer;Athina;Football;
2755;Aleksey Aleksandrovich Alipov;M;29.0;175.0;80.0;Russia;RUS;Summer;Athina;Shooting;Gold
2760;Deji Aliu;M;28.0;187.0;75.0;Nigeria;NGR;Summer;Athina;Athletics;
2760;Deji Aliu;M;28.0;187.0;75.0;Nigeria;NGR;Summer;Athina;Athletics;Bronze
2766;Shomil Aliyev;M;24.0;173.0;84.0;Tajikistan;TJK;Summer;Athina;Wrestling;
2772;Triin Aljand;F;19.0;179.0;68.0;Estonia;EST;Summer;Athina;Swimming;
2796;Dalia Allam;F;23.0;165.0;52.0;Egypt;EGY;Summer;Athina;Synchronized Swimming;
2825;Yves Allegro;M;25.0;184.0;82.0;Switzerland;SUI;Summer;Athina;Tennis;
2831;Anita Allen;F;26.0;160.0;58.0;United States;USA;Summer;Athina;Modern Pentathlon;
2834;Charles Tyrone Allen;M;27.0;175.0;73.0;Canada;CAN;Summer;Athina;Athletics;
2849;"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)";F;34.0;163.0;53.0;Austria;AUT;Summer;Athina;Triathlon;Gold
2850;"Kate Ruth ""Katie"" Allen";F;30.0;170.0;65.0;Australia;AUS;Summer;Athina;Hockey;
2855;Liliana Allen Doll (-de Martnez);F;34.0;170.0;62.0;Mexico;MEX;Summer;Athina;Athletics;
2862;Patrina Allen;F;29.0;176.0;70.0;Jamaica;JAM;Summer;Athina;Athletics;
2865;Rock Allen;M;22.0;170.0;63.0;United States;USA;Summer;Athina;Boxing;
2874;Wyatt Allen;M;25.0;193.0;98.0;United States;USA;Summer;Athina;Rowing;Gold
2875;"Sandra Louise ""Sandy"" Allen-Lewis";F;25.0;170.0;59.0;Australia;AUS;Summer;Athina;Softball;Silver
2877;"Katherine Fiona ""Kate"" Allenby";F;30.0;177.0;72.0;Great Britain;GBR;Summer;Athina;Modern Pentathlon;
2888;Damian Arthur Christopher Alleyne;M;21.0;180.0;84.0;Barbados;BAR;Summer;Athina;Swimming;
2924;Amandine Allou Affou;F;23.0;160.0;52.0;Cote d'Ivoire;CIV;Summer;Athina;Athletics;
2930;Carmela Allucci;F;34.0;167.0;60.0;Italy;ITA;Summer;Athina;Water Polo;Gold
2932;Bradley Kevin Ally;M;17.0;182.0;73.0;Barbados;BAR;Summer;Athina;Swimming;
2945;Mario Nicols Almada;M;29.0;173.0;71.0;Argentina;ARG;Summer;Athina;Hockey;
2971;Carlos Domingos Bendinha de Almeida;M;27.0;192.0;92.0;Angola;ANG;Summer;Athina;Basketball;
2973;Hugo Miguel Pereira de Almeida;M;20.0;192.0;90.0;Portugal;POR;Summer;Athina;Football;
2976;Kaio Mrcio Ferreira Costa de Almeida;M;19.0;177.0;75.0;Brazil;BRA;Summer;Athina;Swimming;
2978;Nair Felipe Pires de Almeida;F;20.0;181.0;69.0;Angola;ANG;Summer;Athina;Handball;
2994;Maria Laura Almiro;F;26.0;162.0;50.0;Brazil;BRA;Summer;Athina;Athletics;
3015;John Aloisi;M;28.0;184.0;83.0;Australia;AUS;Summer;Athina;Football;
3044;Patricia Alonso Jimnez;F;25.0;170.0;78.0;Spain;ESP;Summer;Athina;Handball;
3053;Bobby Aloysius;F;30.0;173.0;55.0;India;IND;Summer;Athina;Athletics;
